student_ID,sub_knowledge,knowledge_mastery_score,knowledge_total_score
016226278e6a69e10aa4,b3C9s_j0v1yls8,0.9969251782172024,4
016226278e6a69e10aa4,b3C9s_l4z6od7y,0.7254887359122231,6
016226278e6a69e10aa4,g7R2j_e0v1yls8,0.7716418036648155,12
016226278e6a69e10aa4,g7R2j_j1g8gd3v,0.7299463223035563,3
016226278e6a69e10aa4,k4W1c_h5r6nux7,0.6036368684192126,3
016226278e6a69e10aa4,m3D1v_r1d7fr3l,0.790355694209827,27
016226278e6a69e10aa4,m3D1v_t0v5ts9h,0.8139302983965052,3
016226278e6a69e10aa4,m3D1v_v3d9is1x,0.9985816689300343,6
016226278e6a69e10aa4,r8S3g_l0p5viby,0.6217379490869113,2
016226278e6a69e10aa4,r8S3g_n0m9rsw4,0.657406694019143,4
016226278e6a69e10aa4,s8Y2f_v4x8by9j,0.8146882965490084,3
016226278e6a69e10aa4,t5V9e_e1k6cixp,0.6914234152985566,10
016226278e6a69e10aa4,y9W5d_c0w4mj5h,0.779661287871539,24
016226278e6a69e10aa4,y9W5d_e2j7p95s,0.8135389474052238,3
016226278e6a69e10aa4,y9W5d_p8g6dgtv,0.6810355003698674,6
01a691413dc5897db83f,b3C9s_j0v1yls8,0.7737451613615536,4
01a691413dc5897db83f,b3C9s_l4z6od7y,0.6436841568556733,6
01a691413dc5897db83f,g7R2j_e0v1yls8,0.6834675492152125,12
01a691413dc5897db83f,g7R2j_j1g8gd3v,0.6824373432523997,3
01a691413dc5897db83f,k4W1c_h5r6nux7,0.6030661416553293,3
01a691413dc5897db83f,m3D1v_r1d7fr3l,0.6748002333381958,27
01a691413dc5897db83f,m3D1v_t0v5ts9h,0.5781150388820804,3
01a691413dc5897db83f,m3D1v_v3d9is1x,0.5799449297141459,6
01a691413dc5897db83f,r8S3g_l0p5viby,0.7498714250751696,2
01a691413dc5897db83f,r8S3g_n0m9rsw4,0.7416740592609767,4
01a691413dc5897db83f,s8Y2f_v4x8by9j,0.6475479978528238,3
01a691413dc5897db83f,t5V9e_e1k6cixp,0.7388110081301655,10
01a691413dc5897db83f,y9W5d_c0w4mj5h,0.6822781633036548,24
01a691413dc5897db83f,y9W5d_e2j7p95s,0.6628953661687258,3
01a691413dc5897db83f,y9W5d_p8g6dgtv,0.7175371582546719,6
01d8aa21ef476b66c573,b3C9s_j0v1yls8,0.9984957805674244,4
01d8aa21ef476b66c573,b3C9s_l4z6od7y,0.78860592008656,6
01d8aa21ef476b66c573,g7R2j_e0v1yls8,0.8069184875582249,12
01d8aa21ef476b66c573,g7R2j_j1g8gd3v,0.9987344002443701,3
01d8aa21ef476b66c573,k4W1c_h5r6nux7,0.8963856631299247,3
01d8aa21ef476b66c573,m3D1v_r1d7fr3l,0.840121928335414,27
01d8aa21ef476b66c573,m3D1v_t0v5ts9h,0.8117506799303692,3
01d8aa21ef476b66c573,m3D1v_v3d9is1x,0.9979733428652394,6
01d8aa21ef476b66c573,r8S3g_l0p5viby,0.9980559419841821,2
01d8aa21ef476b66c573,r8S3g_n0m9rsw4,0.8421053826134107,4
01d8aa21ef476b66c573,s8Y2f_v4x8by9j,0.7252837965569823,3
01d8aa21ef476b66c573,t5V9e_e1k6cixp,0.8952126081846811,10
01d8aa21ef476b66c573,y9W5d_c0w4mj5h,0.7431599344635611,24
01d8aa21ef476b66c573,y9W5d_e2j7p95s,0.8973031716589565,3
01d8aa21ef476b66c573,y9W5d_p8g6dgtv,0.9101300497940887,6
01qkq6w2v62cimidb3b7,b3C9s_j0v1yls8,0.702521417806631,4
01qkq6w2v62cimidb3b7,b3C9s_l4z6od7y,0.4075569798210651,6
01qkq6w2v62cimidb3b7,g7R2j_e0v1yls8,0.727373892927988,12
01qkq6w2v62cimidb3b7,g7R2j_j1g8gd3v,0.7219916549818011,3
01qkq6w2v62cimidb3b7,k4W1c_h5r6nux7,0.752042886217011,3
01qkq6w2v62cimidb3b7,m3D1v_r1d7fr3l,0.5423502696072316,27
01qkq6w2v62cimidb3b7,m3D1v_t0v5ts9h,0.8552475167360398,3
01qkq6w2v62cimidb3b7,m3D1v_v3d9is1x,0.7650380534056629,6
01qkq6w2v62cimidb3b7,r8S3g_l0p5viby,0.5766408139781662,2
01qkq6w2v62cimidb3b7,r8S3g_n0m9rsw4,0.6492397605997986,4
01qkq6w2v62cimidb3b7,s8Y2f_v4x8by9j,0.8137375671189723,3
01qkq6w2v62cimidb3b7,t5V9e_e1k6cixp,0.7258817568885504,10
01qkq6w2v62cimidb3b7,y9W5d_c0w4mj5h,0.732720905988049,24
01qkq6w2v62cimidb3b7,y9W5d_e2j7p95s,0.7286960186810639,3
01qkq6w2v62cimidb3b7,y9W5d_p8g6dgtv,0.8316413164887255,6
02068067a434adb6556a,r8S3g_l0p5viby,0.3307731325836618,2
0258f681a9e1756dfc76,b3C9s_j0v1yls8,0.5575547335554727,4
0258f681a9e1756dfc76,b3C9s_l4z6od7y,0.9970014288658503,6
0258f681a9e1756dfc76,g7R2j_e0v1yls8,0.6950439253573237,12
0258f681a9e1756dfc76,g7R2j_j1g8gd3v,0.9989363092017856,3
0258f681a9e1756dfc76,k4W1c_h5r6nux7,0.5628895570256571,3
0258f681a9e1756dfc76,m3D1v_r1d7fr3l,0.7123611592930006,27
0258f681a9e1756dfc76,m3D1v_t0v5ts9h,0.998208673298518,3
0258f681a9e1756dfc76,m3D1v_v3d9is1x,0.8020122815730668,6
0258f681a9e1756dfc76,r8S3g_l0p5viby,0.5686363472829263,2
0258f681a9e1756dfc76,r8S3g_n0m9rsw4,0.6064950600062764,4
0258f681a9e1756dfc76,s8Y2f_v4x8by9j,0.6858061411789386,3
0258f681a9e1756dfc76,t5V9e_e1k6cixp,0.7318189487868066,10
0258f681a9e1756dfc76,y9W5d_c0w4mj5h,0.7014337451908084,24
0258f681a9e1756dfc76,y9W5d_e2j7p95s,0.6938183601441196,3
0258f681a9e1756dfc76,y9W5d_p8g6dgtv,0.6353238748315513,6
03754dce5ec7731fb3e2,b3C9s_j0v1yls8,0.9052257201169019,4
03754dce5ec7731fb3e2,b3C9s_l4z6od7y,0.8742299012425125,6
03754dce5ec7731fb3e2,g7R2j_e0v1yls8,0.8021965718714259,12
03754dce5ec7731fb3e2,g7R2j_j1g8gd3v,0.6446202151855409,3
03754dce5ec7731fb3e2,k4W1c_h5r6nux7,0.9640725498278246,3
03754dce5ec7731fb3e2,m3D1v_r1d7fr3l,0.9330296300794406,27
03754dce5ec7731fb3e2,m3D1v_t0v5ts9h,0.8119841651669557,3
03754dce5ec7731fb3e2,m3D1v_v3d9is1x,0.9978725033950515,6
03754dce5ec7731fb3e2,r8S3g_l0p5viby,0.8897946987512835,2
03754dce5ec7731fb3e2,r8S3g_n0m9rsw4,0.854450708575158,4
03754dce5ec7731fb3e2,s8Y2f_v4x8by9j,0.7153861010823682,3
03754dce5ec7731fb3e2,t5V9e_e1k6cixp,0.8560789254094611,10
03754dce5ec7731fb3e2,y9W5d_c0w4mj5h,0.9024387234989701,24
03754dce5ec7731fb3e2,y9W5d_e2j7p95s,0.8078443115866024,3
03754dce5ec7731fb3e2,y9W5d_p8g6dgtv,0.7937882110675991,6
037a76bc8e6bf5fe1fc0,b3C9s_j0v1yls8,0.7622882131908333,4
037a76bc8e6bf5fe1fc0,b3C9s_l4z6od7y,0.9984042337856388,6
037a76bc8e6bf5fe1fc0,g7R2j_e0v1yls8,0.9983950561057564,12
037a76bc8e6bf5fe1fc0,g7R2j_j1g8gd3v,0.998196436392008,3
037a76bc8e6bf5fe1fc0,k4W1c_h5r6nux7,0.9982025548452629,3
037a76bc8e6bf5fe1fc0,m3D1v_r1d7fr3l,0.9779964505815034,27
037a76bc8e6bf5fe1fc0,m3D1v_t0v5ts9h,0.998703807978095,3
037a76bc8e6bf5fe1fc0,m3D1v_v3d9is1x,0.9988506508562154,6
037a76bc8e6bf5fe1fc0,r8S3g_l0p5viby,0.9990125598504337,2
037a76bc8e6bf5fe1fc0,r8S3g_n0m9rsw4,0.9988444173944405,4
037a76bc8e6bf5fe1fc0,s8Y2f_v4x8by9j,0.9980251197008674,3
037a76bc8e6bf5fe1fc0,t5V9e_e1k6cixp,0.9983712401414697,10
037a76bc8e6bf5fe1fc0,y9W5d_c0w4mj5h,0.9983805247792756,24
037a76bc8e6bf5fe1fc0,y9W5d_e2j7p95s,0.9987099264313499,3
037a76bc8e6bf5fe1fc0,y9W5d_p8g6dgtv,0.9981505479925952,6
03aa0b20dd4af1888eef,b3C9s_j0v1yls8,0.809681878350691,4
03aa0b20dd4af1888eef,b3C9s_l4z6od7y,0.7178365335604062,6
03aa0b20dd4af1888eef,g7R2j_e0v1yls8,0.7910820564005029,12
03aa0b20dd4af1888eef,g7R2j_j1g8gd3v,0.7365400317055488,3
03aa0b20dd4af1888eef,k4W1c_h5r6nux7,0.9987466371508802,3
03aa0b20dd4af1888eef,m3D1v_r1d7fr3l,0.8212786835183494,27
03aa0b20dd4af1888eef,m3D1v_t0v5ts9h,0.8652523378931911,3
03aa0b20dd4af1888eef,m3D1v_v3d9is1x,0.8099401553933782,6
03aa0b20dd4af1888eef,r8S3g_l0p5viby,0.8075855109813201,2
03aa0b20dd4af1888eef,r8S3g_n0m9rsw4,0.6268395780473559,4
03aa0b20dd4af1888eef,s8Y2f_v4x8by9j,0.5830796257653434,3
03aa0b20dd4af1888eef,t5V9e_e1k6cixp,0.8512759831059714,10
03aa0b20dd4af1888eef,y9W5d_c0w4mj5h,0.8300122714474021,24
03aa0b20dd4af1888eef,y9W5d_e2j7p95s,0.998214791751773,3
03aa0b20dd4af1888eef,y9W5d_p8g6dgtv,0.7929962379647717,6
03b463f52c0fff35433b,b3C9s_j0v1yls8,0.9982453840180481,4
03b463f52c0fff35433b,b3C9s_l4z6od7y,0.9970748503049105,6
03b463f52c0fff35433b,g7R2j_e0v1yls8,0.996032459084569,12
03b463f52c0fff35433b,g7R2j_j1g8gd3v,0.9952439836743106,3
03b463f52c0fff35433b,k4W1c_h5r6nux7,0.9982209102050279,3
03b463f52c0fff35433b,m3D1v_r1d7fr3l,0.8421648901708311,27
03b463f52c0fff35433b,m3D1v_t0v5ts9h,0.6920208189956046,3
03b463f52c0fff35433b,m3D1v_v3d9is1x,0.972638257262098,6
03b463f52c0fff35433b,r8S3g_l0p5viby,0.9061825622242095,2
03b463f52c0fff35433b,r8S3g_n0m9rsw4,0.8604079538512214,4
03b463f52c0fff35433b,s8Y2f_v4x8by9j,0.9977013017124308,3
03b463f52c0fff35433b,t5V9e_e1k6cixp,0.904120892294368,10
03b463f52c0fff35433b,y9W5d_c0w4mj5h,0.9435713691120238,24
03b463f52c0fff35433b,y9W5d_e2j7p95s,0.9972428777523838,3
03b463f52c0fff35433b,y9W5d_p8g6dgtv,0.9971235679139111,6
03e0c9bff3a9557480d9,b3C9s_j0v1yls8,0.9980434750606324,4
03e0c9bff3a9557480d9,b3C9s_l4z6od7y,0.7718505741838689,6
03e0c9bff3a9557480d9,g7R2j_e0v1yls8,0.6384344311126569,12
03e0c9bff3a9557480d9,k4W1c_h5r6nux7,0.9992540087369672,3
03e0c9bff3a9557480d9,m3D1v_r1d7fr3l,0.8179215182250119,27
03e0c9bff3a9557480d9,m3D1v_t0v5ts9h,0.7958500086486407,3
03e0c9bff3a9557480d9,m3D1v_v3d9is1x,0.828946314943011,6
03e0c9bff3a9557480d9,r8S3g_l0p5viby,0.6686999168350842,2
03e0c9bff3a9557480d9,r8S3g_n0m9rsw4,0.6641270438056944,4
03e0c9bff3a9557480d9,s8Y2f_v4x8by9j,0.998703807978095,3
03e0c9bff3a9557480d9,t5V9e_e1k6cixp,0.8694650994313278,10
03e0c9bff3a9557480d9,y9W5d_c0w4mj5h,0.9365197724618868,24
03e0c9bff3a9557480d9,y9W5d_e2j7p95s,0.8990398628730416,3
03e0c9bff3a9557480d9,y9W5d_p8g6dgtv,0.8932725830729541,6
04f2689b4ea16d8d7d9a,b3C9s_j0v1yls8,0.9169482369653944,4
04f2689b4ea16d8d7d9a,b3C9s_l4z6od7y,0.6481959556563951,6
04f2689b4ea16d8d7d9a,g7R2j_e0v1yls8,0.6867744339187991,12
04f2689b4ea16d8d7d9a,g7R2j_j1g8gd3v,0.5227837535437958,3
04f2689b4ea16d8d7d9a,k4W1c_h5r6nux7,0.6242427627438641,3
04f2689b4ea16d8d7d9a,m3D1v_r1d7fr3l,0.7462052719978827,27
04f2689b4ea16d8d7d9a,m3D1v_t0v5ts9h,0.5707749147885446,3
04f2689b4ea16d8d7d9a,m3D1v_v3d9is1x,0.836719913311178,6
04f2689b4ea16d8d7d9a,r8S3g_l0p5viby,0.6229622534186307,2
04f2689b4ea16d8d7d9a,r8S3g_n0m9rsw4,0.6282547059446365,4
04f2689b4ea16d8d7d9a,s8Y2f_v4x8by9j,0.735697904820789,3
04f2689b4ea16d8d7d9a,t5V9e_e1k6cixp,0.73447257931211,10
04f2689b4ea16d8d7d9a,y9W5d_c0w4mj5h,0.7233111031281252,24
04f2689b4ea16d8d7d9a,y9W5d_e2j7p95s,0.5790280177622226,3
04f2689b4ea16d8d7d9a,y9W5d_p8g6dgtv,0.8165809383959164,6
0557b1363a5092b5811f,b3C9s_j0v1yls8,0.6328050099551376,4
0557b1363a5092b5811f,b3C9s_l4z6od7y,0.6804925524891218,6
0557b1363a5092b5811f,g7R2j_e0v1yls8,0.6540897706089397,12
0557b1363a5092b5811f,g7R2j_j1g8gd3v,0.7245983092827517,3
0557b1363a5092b5811f,k4W1c_h5r6nux7,0.7063539447002234,3
0557b1363a5092b5811f,m3D1v_r1d7fr3l,0.7171998648809829,27
0557b1363a5092b5811f,m3D1v_t0v5ts9h,0.5665692930932322,3
0557b1363a5092b5811f,m3D1v_v3d9is1x,0.7184574063646636,6
0557b1363a5092b5811f,r8S3g_l0p5viby,0.8804507087285026,2
0557b1363a5092b5811f,r8S3g_n0m9rsw4,0.7598417858332176,4
0557b1363a5092b5811f,s8Y2f_v4x8by9j,0.6305895525997709,3
0557b1363a5092b5811f,t5V9e_e1k6cixp,0.656993547643568,10
0557b1363a5092b5811f,y9W5d_c0w4mj5h,0.6694556766974524,24
0557b1363a5092b5811f,y9W5d_e2j7p95s,0.7136434349456608,3
0557b1363a5092b5811f,y9W5d_p8g6dgtv,0.559200545222073,6
0559e9cf806dab4cc20d,b3C9s_j0v1yls8,0.5421786569949103,4
0559e9cf806dab4cc20d,b3C9s_l4z6od7y,0.719899370918731,6
0559e9cf806dab4cc20d,g7R2j_e0v1yls8,0.6780673444596468,12
0559e9cf806dab4cc20d,g7R2j_j1g8gd3v,0.6118685979287649,3
0559e9cf806dab4cc20d,k4W1c_h5r6nux7,0.7402365388173411,3
0559e9cf806dab4cc20d,m3D1v_r1d7fr3l,0.7414068002272397,27
0559e9cf806dab4cc20d,m3D1v_t0v5ts9h,0.6868377100975641,3
0559e9cf806dab4cc20d,m3D1v_v3d9is1x,0.762283073690099,6
0559e9cf806dab4cc20d,r8S3g_l0p5viby,0.6956457694141538,2
0559e9cf806dab4cc20d,r8S3g_n0m9rsw4,0.9126581623744465,4
0559e9cf806dab4cc20d,s8Y2f_v4x8by9j,0.5809667975003588,3
0559e9cf806dab4cc20d,t5V9e_e1k6cixp,0.7511847486741818,10
0559e9cf806dab4cc20d,y9W5d_c0w4mj5h,0.7238343911851839,24
0559e9cf806dab4cc20d,y9W5d_e2j7p95s,0.703053457186775,3
0559e9cf806dab4cc20d,y9W5d_p8g6dgtv,0.7546184765195978,6
056ab41140f68c15db14,b3C9s_j0v1yls8,0.9986976895248401,4
056ab41140f68c15db14,b3C9s_l4z6od7y,0.907630527820612,6
056ab41140f68c15db14,g7R2j_e0v1yls8,0.6816386870266675,12
056ab41140f68c15db14,g7R2j_j1g8gd3v,0.998196436392008,3
056ab41140f68c15db14,k4W1c_h5r6nux7,0.9981474887659678,3
056ab41140f68c15db14,m3D1v_r1d7fr3l,0.8458913704680234,27
056ab41140f68c15db14,m3D1v_t0v5ts9h,0.7710292466665931,3
056ab41140f68c15db14,m3D1v_v3d9is1x,0.9743025817638284,6
056ab41140f68c15db14,r8S3g_l0p5viby,0.8383591876668042,2
056ab41140f68c15db14,r8S3g_n0m9rsw4,0.8722464011324869,4
056ab41140f68c15db14,s8Y2f_v4x8by9j,0.6140273411543217,3
056ab41140f68c15db14,t5V9e_e1k6cixp,0.7627246399438726,10
056ab41140f68c15db14,y9W5d_c0w4mj5h,0.7916481227823802,24
056ab41140f68c15db14,y9W5d_e2j7p95s,0.9986976895248401,3
056ab41140f68c15db14,y9W5d_p8g6dgtv,0.6711661055893878,6
058c03d945c4ae0978a0,b3C9s_j0v1yls8,0.6753795756522978,4
058c03d945c4ae0978a0,b3C9s_l4z6od7y,0.9260480363642482,6
058c03d945c4ae0978a0,g7R2j_e0v1yls8,0.8415133565272294,12
058c03d945c4ae0978a0,g7R2j_j1g8gd3v,0.9990092706067666,3
058c03d945c4ae0978a0,k4W1c_h5r6nux7,0.726667428483102,3
058c03d945c4ae0978a0,m3D1v_r1d7fr3l,0.9267941356354936,27
058c03d945c4ae0978a0,m3D1v_t0v5ts9h,0.9977135386189409,3
058c03d945c4ae0978a0,m3D1v_v3d9is1x,0.999098218196004,6
058c03d945c4ae0978a0,r8S3g_l0p5viby,0.9978512038171787,2
058c03d945c4ae0978a0,r8S3g_n0m9rsw4,0.9980421754643585,4
058c03d945c4ae0978a0,s8Y2f_v4x8by9j,0.8140554966711934,3
058c03d945c4ae0978a0,t5V9e_e1k6cixp,0.9407184147961681,10
058c03d945c4ae0978a0,y9W5d_c0w4mj5h,0.8254341921057845,24
058c03d945c4ae0978a0,y9W5d_e2j7p95s,0.829155309038627,3
058c03d945c4ae0978a0,y9W5d_p8g6dgtv,0.9986823933917024,6
05e1c3ce1728da7e37e0,k4W1c_h5r6nux7,0.7363063458941039,3
05e1c3ce1728da7e37e0,m3D1v_r1d7fr3l,0.7444343341416108,27
05e1c3ce1728da7e37e0,m3D1v_t0v5ts9h,0.9989240722952757,3
05e1c3ce1728da7e37e0,m3D1v_v3d9is1x,0.9064959029364896,6
05e1c3ce1728da7e37e0,r8S3g_l0p5viby,0.6544779521766972,2
05e1c3ce1728da7e37e0,r8S3g_n0m9rsw4,0.7081241208042551,4
05e1c3ce1728da7e37e0,t5V9e_e1k6cixp,0.7310888046553452,10
05e1c3ce1728da7e37e0,y9W5d_c0w4mj5h,0.4486442138600294,24
05e6d9723ab3cde0841d,b3C9s_j0v1yls8,0.6452061245424334,4
05e6d9723ab3cde0841d,b3C9s_l4z6od7y,0.6080853949004599,6
05e6d9723ab3cde0841d,g7R2j_e0v1yls8,0.7335664530913508,12
05e6d9723ab3cde0841d,g7R2j_j1g8gd3v,0.7082323908155116,3
05e6d9723ab3cde0841d,k4W1c_h5r6nux7,0.6370129525957855,3
05e6d9723ab3cde0841d,m3D1v_r1d7fr3l,0.6914897374901673,27
05e6d9723ab3cde0841d,m3D1v_t0v5ts9h,0.5781615707879876,3
05e6d9723ab3cde0841d,m3D1v_v3d9is1x,0.6651713179178981,6
05e6d9723ab3cde0841d,r8S3g_l0p5viby,0.7321996823924717,2
05e6d9723ab3cde0841d,r8S3g_n0m9rsw4,0.6208415172674473,4
05e6d9723ab3cde0841d,s8Y2f_v4x8by9j,0.5322379329715291,3
05e6d9723ab3cde0841d,t5V9e_e1k6cixp,0.7039011875403367,10
05e6d9723ab3cde0841d,y9W5d_c0w4mj5h,0.6919886973511555,24
05e6d9723ab3cde0841d,y9W5d_e2j7p95s,0.4580803512930299,3
05e6d9723ab3cde0841d,y9W5d_p8g6dgtv,0.6536835888401215,6
061db2c91f94c612f2d4,b3C9s_j0v1yls8,0.8240569341243467,4
061db2c91f94c612f2d4,b3C9s_l4z6od7y,0.9716465732981501,6
061db2c91f94c612f2d4,g7R2j_e0v1yls8,0.9707590336892157,12
061db2c91f94c612f2d4,g7R2j_j1g8gd3v,0.999211179564182,3
061db2c91f94c612f2d4,k4W1c_h5r6nux7,0.9294018041923212,3
061db2c91f94c612f2d4,m3D1v_r1d7fr3l,0.9283445271551642,27
061db2c91f94c612f2d4,m3D1v_t0v5ts9h,0.9971511009535585,3
061db2c91f94c612f2d4,m3D1v_v3d9is1x,0.9988414731763329,6
061db2c91f94c612f2d4,r8S3g_l0p5viby,0.9982698578310681,2
061db2c91f94c612f2d4,r8S3g_n0m9rsw4,0.9519015122240255,4
061db2c91f94c612f2d4,s8Y2f_v4x8by9j,0.8135389474052238,3
061db2c91f94c612f2d4,t5V9e_e1k6cixp,0.998496056587872,10
061db2c91f94c612f2d4,y9W5d_c0w4mj5h,0.9413163721451818,24
061db2c91f94c612f2d4,y9W5d_e2j7p95s,0.7361259665316007,3
061db2c91f94c612f2d4,y9W5d_p8g6dgtv,0.9734452030406413,6
