student_ID,knowledge,knowledge_mastery_score,knowledge_total_score
0999173c045ee29a0b44,r8S3g,0.781196695,5
0999173c045ee29a0b44,s8Y2f,0.762145449,3
0999173c045ee29a0b44,t5V9e,0.886254238,10
0999173c045ee29a0b44,y9W5d,0.84714375,33
09dfa3f18e48917f0242,b3C9s,0.998621347,10
09dfa3f18e48917f0242,g7R2j,0.707115814,15
09dfa3f18e48917f0242,k4W1c,0.99719393,3
09dfa3f18e48917f0242,m3D1v,0.812418773,36
09dfa3f18e48917f0242,r8S3g,0.600379566,5
09dfa3f18e48917f0242,s8Y2f,0.998178081,3
09dfa3f18e48917f0242,t5V9e,0.677892942,10
09dfa3f18e48917f0242,y9W5d,0.938278716,33
09e4bfadd7e012c37c7c,b3C9s,0.780881797,10
09e4bfadd7e012c37c7c,g7R2j,0.838463627,15
09e4bfadd7e012c37c7c,k4W1c,0.998049594,3
09e4bfadd7e012c37c7c,m3D1v,0.809573745,36
09e4bfadd7e012c37c7c,r8S3g,0.998644077,5
09e4bfadd7e012c37c7c,s8Y2f,0.657255777,3
09e4bfadd7e012c37c7c,t5V9e,0.774829139,10
09e4bfadd7e012c37c7c,y9W5d,0.833317284,33
0a7f1a73361654329281,b3C9s,0.94281119,10
0a7f1a73361654329281,g7R2j,0.922208254,15
0a7f1a73361654329281,k4W1c,0.997670709,3
0a7f1a73361654329281,m3D1v,0.807676747,36
0a7f1a73361654329281,r8S3g,0.793978324,5
0a7f1a73361654329281,s8Y2f,0.7358171,3
0a7f1a73361654329281,t5V9e,0.93431512,10
0a7f1a73361654329281,y9W5d,0.836368801,33
0a8736f6520cea837d94,b3C9s,0.924729029,10
0a8736f6520cea837d94,g7R2j,0.82395569,15
0a8736f6520cea837d94,k4W1c,0.645815398,3
0a8736f6520cea837d94,m3D1v,0.838771994,36
0a8736f6520cea837d94,r8S3g,0.854897599,5
0a8736f6520cea837d94,s8Y2f,0.759174421,3
0a8736f6520cea837d94,t5V9e,0.690653285,10
0a8736f6520cea837d94,y9W5d,0.844476788,33
0b02f701b1179f9f74f9,b3C9s,0.99859259,10
0b02f701b1179f9f74f9,g7R2j,0.818352295,15
0b02f701b1179f9f74f9,k4W1c,0.998190318,3
0b02f701b1179f9f74f9,m3D1v,0.891173484,36
0b02f701b1179f9f74f9,r8S3g,0.719000172,5
0b02f701b1179f9f74f9,s8Y2f,0.81408303,3
0b02f701b1179f9f74f9,t5V9e,0.776391981,10
0b02f701b1179f9f74f9,y9W5d,0.857976532,33
0b16d35f1f39a063708a,b3C9s,0.777310111,10
0b16d35f1f39a063708a,g7R2j,0.730842251,15
0b16d35f1f39a063708a,k4W1c,0.701916582,3
0b16d35f1f39a063708a,m3D1v,0.647987609,36
0b16d35f1f39a063708a,r8S3g,0.716189723,5
0b16d35f1f39a063708a,s8Y2f,0.65239654,3
0b16d35f1f39a063708a,t5V9e,0.738788354,10
0b16d35f1f39a063708a,y9W5d,0.738456633,33
0b28c0a454678b75eefb,b3C9s,0.997898224,10
0b28c0a454678b75eefb,g7R2j,0.950736821,15
0b28c0a454678b75eefb,k4W1c,0.997625841,3
0b28c0a454678b75eefb,m3D1v,0.932499197,36
0b28c0a454678b75eefb,r8S3g,0.897069025,5
0b28c0a454678b75eefb,s8Y2f,0.997064983,3
0b28c0a454678b75eefb,t5V9e,0.927195353,10
0b28c0a454678b75eefb,y9W5d,0.988598643,33
0b307ee95b41e222f204,b3C9s,0.896397262,10
0b307ee95b41e222f204,g7R2j,0.831168582,15
0b307ee95b41e222f204,k4W1c,0.997151101,3
0b307ee95b41e222f204,m3D1v,0.912524866,36
0b307ee95b41e222f204,r8S3g,0.882951392,5
0b307ee95b41e222f204,s8Y2f,0.811653015,3
0b307ee95b41e222f204,t5V9e,0.842477658,10
0b307ee95b41e222f204,y9W5d,0.902187779,33
0b828e1ae026c57b34dd,b3C9s,0.868535051,10
0b828e1ae026c57b34dd,g7R2j,0.883852915,15
0b828e1ae026c57b34dd,k4W1c,0.946872281,3
0b828e1ae026c57b34dd,m3D1v,0.912986442,36
0b828e1ae026c57b34dd,r8S3g,0.943037288,5
0b828e1ae026c57b34dd,s8Y2f,0.702376923,3
0b828e1ae026c57b34dd,t5V9e,0.920857097,10
0b828e1ae026c57b34dd,y9W5d,0.930882806,33
0b8bea274b24847526b7,b3C9s,0.999145238,10
0b8bea274b24847526b7,g7R2j,0.812212021,15
0b8bea274b24847526b7,k4W1c,0.996704914,3
0b8bea274b24847526b7,m3D1v,0.953661511,36
0b8bea274b24847526b7,r8S3g,0.748978945,5
0b8bea274b24847526b7,s8Y2f,0.998703808,3
0b8bea274b24847526b7,t5V9e,0.880655444,10
0b8bea274b24847526b7,y9W5d,0.974904046,33
0bb8692f43a372e8d967,b3C9s,0.896111294,10
0bb8692f43a372e8d967,g7R2j,0.849331022,15
0bb8692f43a372e8d967,k4W1c,0.626222655,3
0bb8692f43a372e8d967,m3D1v,0.89791452,36
0bb8692f43a372e8d967,r8S3g,0.842846254,5
0bb8692f43a372e8d967,s8Y2f,0.998000646,3
0bb8692f43a372e8d967,t5V9e,0.924467797,10
0bb8692f43a372e8d967,y9W5d,0.84150922,33
0c57caf5358d30408034,b3C9s,0.850284805,10
0c57caf5358d30408034,g7R2j,0.783483319,15
0c57caf5358d30408034,k4W1c,0.998942428,3
0c57caf5358d30408034,m3D1v,0.79825816,36
0c57caf5358d30408034,r8S3g,0.760582436,5
0c57caf5358d30408034,s8Y2f,0.84584464,3
0c57caf5358d30408034,t5V9e,0.819483452,10
0c57caf5358d30408034,y9W5d,0.854859135,33
0c670262b3941d307600,b3C9s,0.927592724,10
0c670262b3941d307600,g7R2j,0.740673454,15
0c670262b3941d307600,k4W1c,0.812902708,3
0c670262b3941d307600,m3D1v,0.83526799,36
0c670262b3941d307600,r8S3g,0.833203052,5
0c670262b3941d307600,s8Y2f,0.862675255,3
0c670262b3941d307600,t5V9e,0.866860386,10
0c670262b3941d307600,y9W5d,0.82450522,33
0c81ca27b7d931b6ff6e,b3C9s,0.872748463,10
0c81ca27b7d931b6ff6e,g7R2j,0.998620689,15
0c81ca27b7d931b6ff6e,k4W1c,0.997725776,3
0c81ca27b7d931b6ff6e,m3D1v,0.726276997,36
0c81ca27b7d931b6ff6e,r8S3g,0.655172551,5
0c81ca27b7d931b6ff6e,s8Y2f,0.813285262,3
0c81ca27b7d931b6ff6e,t5V9e,0.768059088,10
0c81ca27b7d931b6ff6e,y9W5d,0.938282647,33
0d260d8fac2289c8ed9e,b3C9s,0.716299499,10
0d260d8fac2289c8ed9e,g7R2j,0.712816796,15
0d260d8fac2289c8ed9e,k4W1c,0.862703961,3
0d260d8fac2289c8ed9e,m3D1v,0.813140502,36
0d260d8fac2289c8ed9e,r8S3g,0.804496064,5
0d260d8fac2289c8ed9e,s8Y2f,0.632997639,3
0d260d8fac2289c8ed9e,t5V9e,0.782544592,10
0d260d8fac2289c8ed9e,y9W5d,0.771768515,33
0d4a3518a188f6888380,b3C9s,0.998365918,10
0d4a3518a188f6888380,g7R2j,0.997729447,15
0d4a3518a188f6888380,k4W1c,0.995231747,3
0d4a3518a188f6888380,m3D1v,0.963098362,36
0d4a3518a188f6888380,r8S3g,0.998355562,5
0d4a3518a188f6888380,s8Y2f,0.99770742,3
0d4a3518a188f6888380,t5V9e,0.866241408,10
0d4a3518a188f6888380,y9W5d,0.997261149,33
0dapvs3h4h3h1ahmt2o8,b3C9s,0.764118672,10
0dapvs3h4h3h1ahmt2o8,g7R2j,0.542673949,15
0dapvs3h4h3h1ahmt2o8,k4W1c,0.628943304,3
0dapvs3h4h3h1ahmt2o8,m3D1v,0.725183428,36
0dapvs3h4h3h1ahmt2o8,r8S3g,0.698896472,5
0dapvs3h4h3h1ahmt2o8,s8Y2f,0.670683636,3
0dapvs3h4h3h1ahmt2o8,t5V9e,0.763729865,10
0dapvs3h4h3h1ahmt2o8,y9W5d,0.78973524,33
0df40593e76a840fd64b,b3C9s,0.927106583,10
0df40593e76a840fd64b,g7R2j,0.817637724,15
0df40593e76a840fd64b,k4W1c,0.997325247,3
0df40593e76a840fd64b,m3D1v,0.699632412,36
0df40593e76a840fd64b,r8S3g,0.657898752,5
0df40593e76a840fd64b,s8Y2f,0.99770742,3
0df40593e76a840fd64b,t5V9e,0.73417706,10
0df40593e76a840fd64b,y9W5d,0.909309315,33
0e062d9fa22dc8e3bca2,b3C9s,0.816670294,10
0e062d9fa22dc8e3bca2,g7R2j,0.911470069,15
0e062d9fa22dc8e3bca2,k4W1c,0.894817885,3
0e062d9fa22dc8e3bca2,m3D1v,0.944601839,36
0e062d9fa22dc8e3bca2,r8S3g,0.914832002,5
0e062d9fa22dc8e3bca2,s8Y2f,0.998716045,3
0e062d9fa22dc8e3bca2,t5V9e,0.998835875,10
0e062d9fa22dc8e3bca2,y9W5d,0.937774788,33
0e804947f4cdc2721046,b3C9s,0.901765866,10
0e804947f4cdc2721046,g7R2j,0.847533413,15
0e804947f4cdc2721046,k4W1c,0.998624268,3
0e804947f4cdc2721046,m3D1v,0.88003975,36
0e804947f4cdc2721046,r8S3g,0.890353151,5
0e804947f4cdc2721046,s8Y2f,0.786206921,3
0e804947f4cdc2721046,t5V9e,0.851175634,10
0e804947f4cdc2721046,y9W5d,0.853446458,33
0eb6eec8b4bee8ab6a44,b3C9s,0.927335581,10
0eb6eec8b4bee8ab6a44,g7R2j,0.806741949,15
0eb6eec8b4bee8ab6a44,k4W1c,0.997444327,3
0eb6eec8b4bee8ab6a44,m3D1v,0.893626822,36
0eb6eec8b4bee8ab6a44,r8S3g,0.74968346,5
0eb6eec8b4bee8ab6a44,s8Y2f,0.706204192,3
0eb6eec8b4bee8ab6a44,t5V9e,0.797890799,10
0eb6eec8b4bee8ab6a44,y9W5d,0.900368488,33
0ef8b2c9e039eaace596,b3C9s,0.860875785,10
0ef8b2c9e039eaace596,g7R2j,0.774962569,15
0ef8b2c9e039eaace596,k4W1c,0.684246048,3
0ef8b2c9e039eaace596,m3D1v,0.934404171,36
0ef8b2c9e039eaace596,r8S3g,0.851757982,5
0ef8b2c9e039eaace596,s8Y2f,0.921986887,3
0ef8b2c9e039eaace596,t5V9e,0.847836416,10
0ef8b2c9e039eaace596,y9W5d,0.853505822,33
0f160cd19890b97092b9,b3C9s,0.83723705,10
0f160cd19890b97092b9,g7R2j,0.822235131,15
0f160cd19890b97092b9,k4W1c,0.837467458,3
0f160cd19890b97092b9,m3D1v,0.941782559,36
0f160cd19890b97092b9,r8S3g,0.797727937,5
0f160cd19890b97092b9,s8Y2f,0.814568987,3
0f160cd19890b97092b9,t5V9e,0.869577366,10
0f160cd19890b97092b9,y9W5d,0.925187244,33
0f8bd9e33125347965a1,b3C9s,0.99925768,10
0f8bd9e33125347965a1,g7R2j,0.936196968,15
0f8bd9e33125347965a1,k4W1c,0.645604006,3
0f8bd9e33125347965a1,m3D1v,0.858665601,36
0f8bd9e33125347965a1,r8S3g,0.702344278,5
0f8bd9e33125347965a1,s8Y2f,0.666914741,3
0f8bd9e33125347965a1,t5V9e,0.77789409,10
0f8bd9e33125347965a1,y9W5d,0.874984953,33
0fc996fff93c00ca5ced,b3C9s,0.920138074,10
0fc996fff93c00ca5ced,g7R2j,0.779996377,15
0fc996fff93c00ca5ced,k4W1c,0.648290475,3
0fc996fff93c00ca5ced,m3D1v,0.702173144,36
0fc996fff93c00ca5ced,r8S3g,0.604245517,5
0fc996fff93c00ca5ced,s8Y2f,0.686323608,3
0fc996fff93c00ca5ced,t5V9e,0.747917639,10
0fc996fff93c00ca5ced,y9W5d,0.746510112,33
0gfiioqi5g8djhh1wzol,b3C9s,0.708820186,10
0gfiioqi5g8djhh1wzol,g7R2j,0.731255434,15
0gfiioqi5g8djhh1wzol,m3D1v,0.715152855,36
0gfiioqi5g8djhh1wzol,r8S3g,0.631804528,5
0gfiioqi5g8djhh1wzol,s8Y2f,0.625544736,3
0gfiioqi5g8djhh1wzol,t5V9e,0.792205893,10
0gfiioqi5g8djhh1wzol,y9W5d,0.712695465,33
0i1e50rz4mkhee97xvpo,b3C9s,0.885550962,10
0i1e50rz4mkhee97xvpo,g7R2j,0.703573591,15
0i1e50rz4mkhee97xvpo,k4W1c,0.665358238,3
0i1e50rz4mkhee97xvpo,m3D1v,0.757414091,36
0i1e50rz4mkhee97xvpo,r8S3g,0.585045455,5
0i1e50rz4mkhee97xvpo,s8Y2f,0.627661201,3
0i1e50rz4mkhee97xvpo,t5V9e,0.698175532,10
0i1e50rz4mkhee97xvpo,y9W5d,0.684010583,33
0lgtv09uoh3ova8sjbze,b3C9s,0.626508196,10
0lgtv09uoh3ova8sjbze,g7R2j,0.733070174,15
0lgtv09uoh3ova8sjbze,k4W1c,0.566165414,3
0lgtv09uoh3ova8sjbze,m3D1v,0.680336398,36
0lgtv09uoh3ova8sjbze,r8S3g,0.658936432,5
0lgtv09uoh3ova8sjbze,s8Y2f,0.663288933,3
