student_ID,hour,count,percentage
98e10f84d94623f8b39e,7,0,0.0
98e10f84d94623f8b39e,8,3,1.85
98e10f84d94623f8b39e,9,0,0.0
98e10f84d94623f8b39e,10,9,5.56
98e10f84d94623f8b39e,11,24,14.81
98e10f84d94623f8b39e,12,45,27.78
98e10f84d94623f8b39e,13,31,19.14
98e10f84d94623f8b39e,14,16,9.88
98e10f84d94623f8b39e,15,7,4.32
98e10f84d94623f8b39e,16,0,0.0
98e10f84d94623f8b39e,17,0,0.0
98e10f84d94623f8b39e,18,0,0.0
98e10f84d94623f8b39e,19,0,0.0
98e10f84d94623f8b39e,20,0,0.0
98e10f84d94623f8b39e,21,0,0.0
98e10f84d94623f8b39e,22,0,0.0
98e10f84d94623f8b39e,23,0,0.0
3c89c7f1db26ae691db8,0,0,0.0
3c89c7f1db26ae691db8,1,2,0.8
3c89c7f1db26ae691db8,2,13,5.18
3c89c7f1db26ae691db8,3,6,2.39
3c89c7f1db26ae691db8,4,19,7.57
3c89c7f1db26ae691db8,5,6,2.39
3c89c7f1db26ae691db8,6,1,0.4
3c89c7f1db26ae691db8,7,4,1.59
3c89c7f1db26ae691db8,8,25,9.96
3c89c7f1db26ae691db8,9,8,3.19
3c89c7f1db26ae691db8,10,17,6.77
3c89c7f1db26ae691db8,11,50,19.92
3c89c7f1db26ae691db8,12,35,13.94
3c89c7f1db26ae691db8,13,23,9.16
3c89c7f1db26ae691db8,14,38,15.14
3c89c7f1db26ae691db8,15,4,1.59
3c89c7f1db26ae691db8,16,0,0.0
3c89c7f1db26ae691db8,17,0,0.0
3c89c7f1db26ae691db8,18,0,0.0
3c89c7f1db26ae691db8,19,0,0.0
3c89c7f1db26ae691db8,20,0,0.0
3c89c7f1db26ae691db8,21,0,0.0
3c89c7f1db26ae691db8,22,0,0.0
3c89c7f1db26ae691db8,23,0,0.0
9ea29e4a747ea4a7c70a,0,0,0.0
9ea29e4a747ea4a7c70a,1,1,0.61
9ea29e4a747ea4a7c70a,2,17,10.37
9ea29e4a747ea4a7c70a,3,11,6.71
9ea29e4a747ea4a7c70a,4,6,3.66
9ea29e4a747ea4a7c70a,5,2,1.22
9ea29e4a747ea4a7c70a,6,13,7.93
9ea29e4a747ea4a7c70a,7,6,3.66
9ea29e4a747ea4a7c70a,8,4,2.44
9ea29e4a747ea4a7c70a,9,19,11.59
9ea29e4a747ea4a7c70a,10,3,1.83
9ea29e4a747ea4a7c70a,11,6,3.66
9ea29e4a747ea4a7c70a,12,14,8.54
9ea29e4a747ea4a7c70a,13,17,10.37
9ea29e4a747ea4a7c70a,14,11,6.71
9ea29e4a747ea4a7c70a,15,31,18.9
9ea29e4a747ea4a7c70a,16,3,1.83
9ea29e4a747ea4a7c70a,17,0,0.0
9ea29e4a747ea4a7c70a,18,0,0.0
9ea29e4a747ea4a7c70a,19,0,0.0
9ea29e4a747ea4a7c70a,20,0,0.0
9ea29e4a747ea4a7c70a,21,0,0.0
9ea29e4a747ea4a7c70a,22,0,0.0
9ea29e4a747ea4a7c70a,23,0,0.0
e23ada44d3eac9b465d2,0,0,0.0
e23ada44d3eac9b465d2,1,1,1.35
e23ada44d3eac9b465d2,2,5,6.76
e23ada44d3eac9b465d2,3,0,0.0
e23ada44d3eac9b465d2,4,0,0.0
e23ada44d3eac9b465d2,5,0,0.0
e23ada44d3eac9b465d2,6,4,5.41
e23ada44d3eac9b465d2,7,6,8.11
e23ada44d3eac9b465d2,8,2,2.7
e23ada44d3eac9b465d2,9,2,2.7
e23ada44d3eac9b465d2,10,2,2.7
e23ada44d3eac9b465d2,11,4,5.41
e23ada44d3eac9b465d2,12,8,10.81
e23ada44d3eac9b465d2,13,15,20.27
e23ada44d3eac9b465d2,14,20,27.03
e23ada44d3eac9b465d2,15,5,6.76
e23ada44d3eac9b465d2,16,0,0.0
e23ada44d3eac9b465d2,17,0,0.0
e23ada44d3eac9b465d2,18,0,0.0
e23ada44d3eac9b465d2,19,0,0.0
e23ada44d3eac9b465d2,20,0,0.0
e23ada44d3eac9b465d2,21,0,0.0
e23ada44d3eac9b465d2,22,0,0.0
e23ada44d3eac9b465d2,23,0,0.0
b79c2d9d8148403a3720,0,0,0.0
b79c2d9d8148403a3720,1,10,4.27
b79c2d9d8148403a3720,2,6,2.56
b79c2d9d8148403a3720,3,8,3.42
b79c2d9d8148403a3720,4,0,0.0
b79c2d9d8148403a3720,5,2,0.85
b79c2d9d8148403a3720,6,23,9.83
b79c2d9d8148403a3720,7,26,11.11
b79c2d9d8148403a3720,8,28,11.97
b79c2d9d8148403a3720,9,18,7.69
b79c2d9d8148403a3720,10,3,1.28
b79c2d9d8148403a3720,11,8,3.42
b79c2d9d8148403a3720,12,16,6.84
b79c2d9d8148403a3720,13,41,17.52
b79c2d9d8148403a3720,14,23,9.83
b79c2d9d8148403a3720,15,22,9.4
b79c2d9d8148403a3720,16,0,0.0
b79c2d9d8148403a3720,17,0,0.0
b79c2d9d8148403a3720,18,0,0.0
b79c2d9d8148403a3720,19,0,0.0
b79c2d9d8148403a3720,20,0,0.0
b79c2d9d8148403a3720,21,0,0.0
b79c2d9d8148403a3720,22,0,0.0
b79c2d9d8148403a3720,23,0,0.0
01d8aa21ef476b66c573,0,0,0.0
01d8aa21ef476b66c573,1,1,0.78
01d8aa21ef476b66c573,2,8,6.2
01d8aa21ef476b66c573,3,1,0.78
01d8aa21ef476b66c573,4,0,0.0
01d8aa21ef476b66c573,5,2,1.55
01d8aa21ef476b66c573,6,6,4.65
01d8aa21ef476b66c573,7,18,13.95
01d8aa21ef476b66c573,8,4,3.1
01d8aa21ef476b66c573,9,9,6.98
01d8aa21ef476b66c573,10,4,3.1
01d8aa21ef476b66c573,11,22,17.05
01d8aa21ef476b66c573,12,31,24.03
01d8aa21ef476b66c573,13,11,8.53
01d8aa21ef476b66c573,14,11,8.53
01d8aa21ef476b66c573,15,0,0.0
01d8aa21ef476b66c573,16,1,0.78
01d8aa21ef476b66c573,17,0,0.0
01d8aa21ef476b66c573,18,0,0.0
01d8aa21ef476b66c573,19,0,0.0
01d8aa21ef476b66c573,20,0,0.0
01d8aa21ef476b66c573,21,0,0.0
01d8aa21ef476b66c573,22,0,0.0
01d8aa21ef476b66c573,23,0,0.0
9417c1b4c24e428984bc,0,0,0.0
9417c1b4c24e428984bc,1,0,0.0
9417c1b4c24e428984bc,2,19,9.69
9417c1b4c24e428984bc,3,4,2.04
9417c1b4c24e428984bc,4,3,1.53
9417c1b4c24e428984bc,5,17,8.67
9417c1b4c24e428984bc,6,4,2.04
9417c1b4c24e428984bc,7,32,16.33
9417c1b4c24e428984bc,8,18,9.18
9417c1b4c24e428984bc,9,1,0.51
9417c1b4c24e428984bc,10,30,15.31
9417c1b4c24e428984bc,11,19,9.69
9417c1b4c24e428984bc,12,41,20.92
9417c1b4c24e428984bc,13,7,3.57
9417c1b4c24e428984bc,14,0,0.0
9417c1b4c24e428984bc,15,1,0.51
9417c1b4c24e428984bc,16,0,0.0
9417c1b4c24e428984bc,17,0,0.0
9417c1b4c24e428984bc,18,0,0.0
9417c1b4c24e428984bc,19,0,0.0
9417c1b4c24e428984bc,20,0,0.0
9417c1b4c24e428984bc,21,0,0.0
9417c1b4c24e428984bc,22,0,0.0
9417c1b4c24e428984bc,23,0,0.0
3d63ba961a5f3a60616a,0,0,0.0
3d63ba961a5f3a60616a,1,1,1.32
3d63ba961a5f3a60616a,2,1,1.32
3d63ba961a5f3a60616a,3,0,0.0
3d63ba961a5f3a60616a,4,1,1.32
3d63ba961a5f3a60616a,5,2,2.63
3d63ba961a5f3a60616a,6,0,0.0
3d63ba961a5f3a60616a,7,0,0.0
3d63ba961a5f3a60616a,8,5,6.58
3d63ba961a5f3a60616a,9,0,0.0
3d63ba961a5f3a60616a,10,4,5.26
3d63ba961a5f3a60616a,11,15,19.74
3d63ba961a5f3a60616a,12,10,13.16
3d63ba961a5f3a60616a,13,9,11.84
3d63ba961a5f3a60616a,14,15,19.74
3d63ba961a5f3a60616a,15,13,17.11
3d63ba961a5f3a60616a,16,0,0.0
3d63ba961a5f3a60616a,17,0,0.0
3d63ba961a5f3a60616a,18,0,0.0
3d63ba961a5f3a60616a,19,0,0.0
3d63ba961a5f3a60616a,20,0,0.0
3d63ba961a5f3a60616a,21,0,0.0
3d63ba961a5f3a60616a,22,0,0.0
3d63ba961a5f3a60616a,23,0,0.0
57709f904b1cc9ec60b1,0,0,0.0
57709f904b1cc9ec60b1,1,5,3.12
57709f904b1cc9ec60b1,2,11,6.88
57709f904b1cc9ec60b1,3,9,5.62
57709f904b1cc9ec60b1,4,9,5.62
57709f904b1cc9ec60b1,5,4,2.5
57709f904b1cc9ec60b1,6,27,16.88
57709f904b1cc9ec60b1,7,6,3.75
57709f904b1cc9ec60b1,8,4,2.5
57709f904b1cc9ec60b1,9,0,0.0
57709f904b1cc9ec60b1,10,1,0.62
57709f904b1cc9ec60b1,11,28,17.5
57709f904b1cc9ec60b1,12,25,15.62
57709f904b1cc9ec60b1,13,2,1.25
57709f904b1cc9ec60b1,14,20,12.5
57709f904b1cc9ec60b1,15,8,5.0
57709f904b1cc9ec60b1,16,1,0.62
57709f904b1cc9ec60b1,17,0,0.0
57709f904b1cc9ec60b1,18,0,0.0
57709f904b1cc9ec60b1,19,0,0.0
57709f904b1cc9ec60b1,20,0,0.0
57709f904b1cc9ec60b1,21,0,0.0
57709f904b1cc9ec60b1,22,0,0.0
57709f904b1cc9ec60b1,23,0,0.0
8979427badebb9e2bd10,0,0,0.0
8979427badebb9e2bd10,1,0,0.0
8979427badebb9e2bd10,2,4,3.39
8979427badebb9e2bd10,3,19,16.1
8979427badebb9e2bd10,4,13,11.02
8979427badebb9e2bd10,5,24,20.34
8979427badebb9e2bd10,6,2,1.69
8979427badebb9e2bd10,7,10,8.47
8979427badebb9e2bd10,8,8,6.78
8979427badebb9e2bd10,9,4,3.39
8979427badebb9e2bd10,10,6,5.08
8979427badebb9e2bd10,11,3,2.54
8979427badebb9e2bd10,12,4,3.39
8979427badebb9e2bd10,13,1,0.85
8979427badebb9e2bd10,14,3,2.54
8979427badebb9e2bd10,15,9,7.63
8979427badebb9e2bd10,16,1,0.85
8979427badebb9e2bd10,17,7,5.93
8979427badebb9e2bd10,18,0,0.0
8979427badebb9e2bd10,19,0,0.0
8979427badebb9e2bd10,20,0,0.0
8979427badebb9e2bd10,21,0,0.0
8979427badebb9e2bd10,22,0,0.0
8979427badebb9e2bd10,23,0,0.0
6e7d56f652020f046204,0,0,0.0
6e7d56f652020f046204,1,1,0.71
6e7d56f652020f046204,2,18,12.86
6e7d56f652020f046204,3,8,5.71
6e7d56f652020f046204,4,1,0.71
6e7d56f652020f046204,5,0,0.0
6e7d56f652020f046204,6,9,6.43
6e7d56f652020f046204,7,16,11.43
6e7d56f652020f046204,8,2,1.43
6e7d56f652020f046204,9,12,8.57
6e7d56f652020f046204,10,3,2.14
6e7d56f652020f046204,11,21,15.0
6e7d56f652020f046204,12,8,5.71
6e7d56f652020f046204,13,10,7.14
6e7d56f652020f046204,14,27,19.29
6e7d56f652020f046204,15,4,2.86
6e7d56f652020f046204,16,0,0.0
6e7d56f652020f046204,17,0,0.0
6e7d56f652020f046204,18,0,0.0
6e7d56f652020f046204,19,0,0.0
6e7d56f652020f046204,20,0,0.0
6e7d56f652020f046204,21,0,0.0
6e7d56f652020f046204,22,0,0.0
6e7d56f652020f046204,23,0,0.0
03aa0b20dd4af1888eef,0,1,0.62
03aa0b20dd4af1888eef,1,8,5.0
03aa0b20dd4af1888eef,2,8,5.0
03aa0b20dd4af1888eef,3,7,4.38
03aa0b20dd4af1888eef,4,0,0.0
03aa0b20dd4af1888eef,5,0,0.0
03aa0b20dd4af1888eef,6,18,11.25
03aa0b20dd4af1888eef,7,15,9.38
03aa0b20dd4af1888eef,8,9,5.62
03aa0b20dd4af1888eef,9,6,3.75
03aa0b20dd4af1888eef,10,6,3.75
03aa0b20dd4af1888eef,11,7,4.38
03aa0b20dd4af1888eef,12,24,15.0
03aa0b20dd4af1888eef,13,19,11.88
03aa0b20dd4af1888eef,14,30,18.75
03aa0b20dd4af1888eef,15,2,1.25
03aa0b20dd4af1888eef,16,0,0.0
03aa0b20dd4af1888eef,17,0,0.0
03aa0b20dd4af1888eef,18,0,0.0
03aa0b20dd4af1888eef,19,0,0.0
03aa0b20dd4af1888eef,20,0,0.0
03aa0b20dd4af1888eef,21,0,0.0
03aa0b20dd4af1888eef,22,0,0.0
03aa0b20dd4af1888eef,23,0,0.0
1b25734414fcc7466153,0,2,1.14
1b25734414fcc7466153,1,1,0.57
1b25734414fcc7466153,2,24,13.71
1b25734414fcc7466153,3,0,0.0
1b25734414fcc7466153,4,8,4.57
1b25734414fcc7466153,5,9,5.14
1b25734414fcc7466153,6,23,13.14
1b25734414fcc7466153,7,17,9.71
1b25734414fcc7466153,8,20,11.43
1b25734414fcc7466153,9,2,1.14
1b25734414fcc7466153,10,16,9.14
1b25734414fcc7466153,11,3,1.71
1b25734414fcc7466153,12,10,5.71
1b25734414fcc7466153,13,16,9.14
1b25734414fcc7466153,14,19,10.86
1b25734414fcc7466153,15,5,2.86
1b25734414fcc7466153,16,0,0.0
1b25734414fcc7466153,17,0,0.0
1b25734414fcc7466153,18,0,0.0
1b25734414fcc7466153,19,0,0.0
1b25734414fcc7466153,20,0,0.0
1b25734414fcc7466153,21,0,0.0
1b25734414fcc7466153,22,0,0.0
1b25734414fcc7466153,23,0,0.0
8777bd09f180d330b147,0,0,0.0
8777bd09f180d330b147,1,2,1.67
8777bd09f180d330b147,2,7,5.83
8777bd09f180d330b147,3,3,2.5
8777bd09f180d330b147,4,2,1.67
8777bd09f180d330b147,5,5,4.17
8777bd09f180d330b147,6,2,1.67
8777bd09f180d330b147,7,6,5.0
8777bd09f180d330b147,8,4,3.33
8777bd09f180d330b147,9,7,5.83
8777bd09f180d330b147,10,6,5.0
8777bd09f180d330b147,11,14,11.67
8777bd09f180d330b147,12,12,10.0
8777bd09f180d330b147,13,17,14.17
8777bd09f180d330b147,14,15,12.5
8777bd09f180d330b147,15,9,7.5
8777bd09f180d330b147,16,0,0.0
8777bd09f180d330b147,17,0,0.0
8777bd09f180d330b147,18,0,0.0
8777bd09f180d330b147,19,0,0.0
8777bd09f180d330b147,20,0,0.0
8777bd09f180d330b147,21,0,0.0
8777bd09f180d330b147,22,7,5.83
8777bd09f180d330b147,23,2,1.67
8b1fbc97391699e46cef,0,0,0.0
8b1fbc97391699e46cef,1,0,0.0
8b1fbc97391699e46cef,2,10,3.6
8b1fbc97391699e46cef,3,3,1.08
8b1fbc97391699e46cef,4,8,2.88
8b1fbc97391699e46cef,5,2,0.72
8b1fbc97391699e46cef,6,17,6.12
8b1fbc97391699e46cef,7,9,3.24
8b1fbc97391699e46cef,8,43,15.47
8b1fbc97391699e46cef,9,7,2.52
8b1fbc97391699e46cef,10,12,4.32
8b1fbc97391699e46cef,11,25,8.99
8b1fbc97391699e46cef,12,21,7.55
8b1fbc97391699e46cef,13,70,25.18
8b1fbc97391699e46cef,14,30,10.79
8b1fbc97391699e46cef,15,19,6.83
8b1fbc97391699e46cef,16,1,0.36
8b1fbc97391699e46cef,17,1,0.36
8b1fbc97391699e46cef,18,0,0.0
8b1fbc97391699e46cef,19,0,0.0
8b1fbc97391699e46cef,20,0,0.0
8b1fbc97391699e46cef,21,0,0.0
8b1fbc97391699e46cef,22,0,0.0
8b1fbc97391699e46cef,23,0,0.0
dc83f9577ae72447a7b1,0,1,0.62
dc83f9577ae72447a7b1,1,2,1.24
dc83f9577ae72447a7b1,2,12,7.45
dc83f9577ae72447a7b1,3,6,3.73
dc83f9577ae72447a7b1,4,5,3.11
dc83f9577ae72447a7b1,5,4,2.48
dc83f9577ae72447a7b1,6,13,8.07
dc83f9577ae72447a7b1,7,0,0.0
dc83f9577ae72447a7b1,8,1,0.62
dc83f9577ae72447a7b1,9,11,6.83
dc83f9577ae72447a7b1,10,30,18.63
dc83f9577ae72447a7b1,11,27,16.77
dc83f9577ae72447a7b1,12,10,6.21
dc83f9577ae72447a7b1,13,5,3.11
dc83f9577ae72447a7b1,14,15,9.32
dc83f9577ae72447a7b1,15,19,11.8
dc83f9577ae72447a7b1,16,0,0.0
dc83f9577ae72447a7b1,17,0,0.0
dc83f9577ae72447a7b1,18,0,0.0
dc83f9577ae72447a7b1,19,0,0.0
dc83f9577ae72447a7b1,20,0,0.0
dc83f9577ae72447a7b1,21,0,0.0
dc83f9577ae72447a7b1,22,0,0.0
dc83f9577ae72447a7b1,23,0,0.0
be503fccbf0ae5532639,0,2,2.08
be503fccbf0ae5532639,1,7,7.29
be503fccbf0ae5532639,2,7,7.29
be503fccbf0ae5532639,3,12,12.5
be503fccbf0ae5532639,4,4,4.17
be503fccbf0ae5532639,5,3,3.12
be503fccbf0ae5532639,6,9,9.38
be503fccbf0ae5532639,7,8,8.33
be503fccbf0ae5532639,8,2,2.08
be503fccbf0ae5532639,9,2,2.08
be503fccbf0ae5532639,10,2,2.08
be503fccbf0ae5532639,11,3,3.12
be503fccbf0ae5532639,12,10,10.42
be503fccbf0ae5532639,13,11,11.46
be503fccbf0ae5532639,14,5,5.21
be503fccbf0ae5532639,15,0,0.0
be503fccbf0ae5532639,16,0,0.0
be503fccbf0ae5532639,17,0,0.0
be503fccbf0ae5532639,18,0,0.0
be503fccbf0ae5532639,19,0,0.0
be503fccbf0ae5532639,20,0,0.0
be503fccbf0ae5532639,21,0,0.0
be503fccbf0ae5532639,22,9,9.38
be503fccbf0ae5532639,23,0,0.0
cd6355bf939a47577f6d,0,1,0.22
cd6355bf939a47577f6d,1,5,1.1
cd6355bf939a47577f6d,2,56,12.33
cd6355bf939a47577f6d,3,33,7.27
cd6355bf939a47577f6d,4,17,3.74
cd6355bf939a47577f6d,5,18,3.96
cd6355bf939a47577f6d,6,52,11.45
cd6355bf939a47577f6d,7,29,6.39
cd6355bf939a47577f6d,8,36,7.93
cd6355bf939a47577f6d,9,19,4.19
cd6355bf939a47577f6d,10,11,2.42
cd6355bf939a47577f6d,11,39,8.59
cd6355bf939a47577f6d,12,41,9.03
cd6355bf939a47577f6d,13,30,6.61
cd6355bf939a47577f6d,14,53,11.67
cd6355bf939a47577f6d,15,14,3.08
cd6355bf939a47577f6d,16,0,0.0
cd6355bf939a47577f6d,17,0,0.0
cd6355bf939a47577f6d,18,0,0.0
cd6355bf939a47577f6d,19,0,0.0
cd6355bf939a47577f6d,20,0,0.0
cd6355bf939a47577f6d,21,0,0.0
cd6355bf939a47577f6d,22,0,0.0
cd6355bf939a47577f6d,23,0,0.0
fb4411db1aac3cd2544b,0,0,0.0
fb4411db1aac3cd2544b,1,0,0.0
fb4411db1aac3cd2544b,2,0,0.0
fb4411db1aac3cd2544b,3,0,0.0
fb4411db1aac3cd2544b,4,0,0.0
fb4411db1aac3cd2544b,5,0,0.0
fb4411db1aac3cd2544b,6,0,0.0
fb4411db1aac3cd2544b,7,10,9.09
fb4411db1aac3cd2544b,8,0,0.0
fb4411db1aac3cd2544b,9,0,0.0
fb4411db1aac3cd2544b,10,30,27.27
fb4411db1aac3cd2544b,11,33,30.0
fb4411db1aac3cd2544b,12,11,10.0
fb4411db1aac3cd2544b,13,9,8.18
fb4411db1aac3cd2544b,14,14,12.73
fb4411db1aac3cd2544b,15,3,2.73
fb4411db1aac3cd2544b,16,0,0.0
fb4411db1aac3cd2544b,17,0,0.0
fb4411db1aac3cd2544b,18,0,0.0
fb4411db1aac3cd2544b,19,0,0.0
fb4411db1aac3cd2544b,20,0,0.0
fb4411db1aac3cd2544b,21,0,0.0
fb4411db1aac3cd2544b,22,0,0.0
fb4411db1aac3cd2544b,23,0,0.0
f06c3ddb1a98713eeb32,0,8,4.71
f06c3ddb1a98713eeb32,1,3,1.76
f06c3ddb1a98713eeb32,2,26,15.29
f06c3ddb1a98713eeb32,3,5,2.94
f06c3ddb1a98713eeb32,4,2,1.18
