student_ID,submit_count,active_days,question_count,correct_ratio,month_count,cluster,pattern,month
rb8z9vpc5uyhbcaa71v5,1,1,1,0.0,1,2,集中针对型,2023-08
86215294b080f19af22f,30,3,3,0.0,1,1,集中针对型,2023-09
e23ada44d3eac9b465d2,4,2,4,0.5,1,1,集中针对型,2023-09
1b25734414fcc7466153,4,1,2,0.5,1,1,集中针对型,2023-09
81c4c46f19cb21d54bbb,13,5,9,0.7692307692307693,1,1,集中针对型,2023-09
360820d6620d17d1b48b,39,6,11,0.41025641025641024,1,1,集中针对型,2023-09
47eeab842793b09300c3,19,4,6,0.2631578947368421,1,1,集中针对型,2023-09
10de703c06bf9d873d68,6,3,1,0.0,1,1,集中针对型,2023-09
8d422b817027d7721870,12,4,8,0.8333333333333334,1,1,集中针对型,2023-09
18cdd44af62c6935e7a0,42,4,8,0.42857142857142855,1,1,集中针对型,2023-09
d0a933a514028d777578,1,1,1,1.0,1,1,集中针对型,2023-09
ce1a32f22b91f4d81015,13,1,1,0.15384615384615385,1,1,集中针对型,2023-09
580e98185da72b5f34cd,21,2,6,0.47619047619047616,1,1,集中针对型,2023-09
fb4411db1aac3cd2544b,14,2,3,0.21428571428571427,1,1,集中针对型,2023-09
99d6b8a1cc0020112951,3,1,1,0.3333333333333333,1,1,集中针对型,2023-09
c57c5ca2df494f27ca64,1,1,1,1.0,1,1,集中针对型,2023-09
545eb6c8154273344669,2,1,1,0.0,1,1,集中针对型,2023-09
8777bd09f180d330b147,13,1,5,0.5384615384615384,1,1,集中针对型,2023-09
98e10f84d94623f8b39e,4,1,2,0.5,1,1,集中针对型,2023-09
cuwakm24vlp785ky5w71,5,4,3,0.2,1,1,集中针对型,2023-09
qz6jjynwbd3szlp0rj04,4,3,2,0.5,1,1,集中针对型,2023-09
wwh529n48kyjq1xe9h46,2,2,2,0.5,1,1,集中针对型,2023-09
fvurnsqlgyr9zbd6msqs,2,2,2,0.0,1,1,集中针对型,2023-09
cnkddx6ofjqd7ueylz0e,3,2,2,0.3333333333333333,1,1,集中针对型,2023-09
47vclaej1xmb0rc8kgka,4,4,3,0.75,1,1,集中针对型,2023-09
pr6b1twg5sgsrzek6adi,3,3,3,0.3333333333333333,1,1,集中针对型,2023-09
79cvflltnemb9zpg6pgl,2,2,2,0.0,1,1,集中针对型,2023-09
zlaig56ve06t7jruk2mr,5,3,3,0.4,1,1,集中针对型,2023-09
lzvutqpj9ggc0nwwsxcv,1,1,1,0.0,1,1,集中针对型,2023-09
ao2x473zwn7k7a6gpfr9,3,3,2,0.3333333333333333,1,1,集中针对型,2023-09
9wax6sfj9cuqbbxc95om,2,2,2,0.5,1,1,集中针对型,2023-09
jwdjcrxdn0um79f0rjvw,3,2,2,0.3333333333333333,1,1,集中针对型,2023-09
s0vfgmhobw9jq6al8iww,2,2,2,0.0,1,1,集中针对型,2023-09
vhlntoniujqiclub2juy,4,4,4,0.5,1,1,集中针对型,2023-09
qw1seyo5nrhlm8vby58w,1,1,1,0.0,1,1,集中针对型,2023-09
exj3a7hd6gwihbowgm3w,2,2,2,0.0,1,1,集中针对型,2023-09
0maggb1hf886m5u6p2vr,5,5,5,0.0,1,1,集中针对型,2023-09
91ybnlkli8x332l13rrk,3,2,2,0.3333333333333333,1,1,集中针对型,2023-09
styld7k1gge5cvjria5b,1,1,1,0.0,1,1,集中针对型,2023-09
5gs9643ghg39gpkgi3e5,1,1,1,0.0,1,1,集中针对型,2023-09
o5lo8q4tb8yt0v8imkw4,2,1,2,0.0,1,1,集中针对型,2023-09
8cvzwcc62ql4rqj0pyzl,3,2,3,0.3333333333333333,1,1,集中针对型,2023-09
t3wo8xb4rq94n3fpfk35,3,3,2,0.3333333333333333,1,1,集中针对型,2023-09
oppl3ojvw61dvd5yw1wl,3,3,2,0.3333333333333333,1,1,集中针对型,2023-09
i21qi5qdsjqcch2xvdd5,1,1,1,0.0,1,1,集中针对型,2023-09
1mp9yiw6rkrr3846047g,3,3,3,0.3333333333333333,1,1,集中针对型,2023-09
oit2xadfbpuveswzx4pf,1,1,1,0.0,1,1,集中针对型,2023-09
isa355t9q5rut5fm8aml,2,2,2,0.5,1,1,集中针对型,2023-09
uvh2zil455wi0dcdan51,2,2,2,0.5,1,1,集中针对型,2023-09
zeuj2ypen39p38d4m3oj,1,1,1,0.0,1,1,集中针对型,2023-09
k4usquerebza4uy0i57h,2,2,2,0.5,1,1,集中针对型,2023-09
5c33bb784bb99763ed74,6,3,4,0.8333333333333334,1,1,集中针对型,2023-09
18654732ca312afc173f,21,4,9,0.8095238095238095,1,1,集中针对型,2023-09
8f98bfcea1b9f0dba97e,26,2,18,0.8461538461538461,1,1,集中针对型,2023-09
460fa4961434cf281423,2,2,1,0.0,1,1,集中针对型,2023-09
41f718ae2aed1d6c2573,9,3,6,0.8888888888888888,1,1,集中针对型,2023-09
1329b6cf41debecda787,5,2,4,0.8,1,1,集中针对型,2023-09
db2418c575c0a4f7239d,28,4,5,0.21428571428571427,1,1,集中针对型,2023-09
d2e033f11edce44fea3d,6,2,4,0.6666666666666666,1,1,集中针对型,2023-09
6486c0664d217470d126,1,1,1,0.0,1,1,集中针对型,2023-09
bwvpzqnhh752noqjqj8d,2,2,2,0.5,1,1,集中针对型,2023-09
rd32gyblqsfn03xatnmt,2,1,2,1.0,1,1,集中针对型,2023-09
putb7ja6dwpdag4bwvnj,1,1,1,1.0,1,1,集中针对型,2023-09
pkjom9yr5m9690fg6wsi,2,2,2,1.0,1,1,集中针对型,2023-09
553l2g7kpifbvn82knxk,2,1,2,1.0,1,1,集中针对型,2023-09
awxiqzybhp95e08qx1h5,2,2,2,0.5,1,1,集中针对型,2023-09
zyfp520tbnq5p2pvrkin,4,3,3,0.75,1,1,集中针对型,2023-09
6tq9irjllweqmqe4u7sf,2,2,2,1.0,1,1,集中针对型,2023-09
4acutl013itvh9va99p7,3,1,2,1.0,1,1,集中针对型,2023-09
3qvqfnzdg358mord1cku,4,3,4,0.75,1,1,集中针对型,2023-09
99dj4o3b2f6m4jemke7d,1,1,1,1.0,1,1,集中针对型,2023-09
ef04ejvyvmh5votejbif,3,2,2,0.6666666666666666,1,1,集中针对型,2023-09
shtnl1wh1mconb8od5ko,1,1,1,1.0,1,1,集中针对型,2023-09
n8pe3tt7qmlgojwhhsj0,4,2,3,0.25,1,1,集中针对型,2023-09
2uxkhe454qk8jvk0ufvp,1,1,1,0.0,1,1,集中针对型,2023-09
ik7o5ykfnku0qp74sy1i,1,1,1,1.0,1,1,集中针对型,2023-09
2jvnsh0veb6qnn3uv6i8,3,3,3,1.0,1,1,集中针对型,2023-09
58n0dsxyyqnriomw67id,2,2,2,1.0,1,1,集中针对型,2023-09
3cic5ziycjx4ik4ll0v1,2,2,2,0.5,1,1,集中针对型,2023-09
9trgand057juzal1kecf,1,1,1,1.0,1,1,集中针对型,2023-09
2zfdinkl7qrn0o62tlp4,1,1,1,1.0,1,1,集中针对型,2023-09
si6ymh6w7xbo2f40o0p8,1,1,1,1.0,1,1,集中针对型,2023-09
5mrih4nj5agvu67vao4m,1,1,1,1.0,1,1,集中针对型,2023-09
dfnvtf7qbi2955rjeaqx,1,1,1,1.0,1,1,集中针对型,2023-09
62olkigg7ntlaf6fzytl,3,3,3,1.0,1,1,集中针对型,2023-09
ugaiak78ggmnku4yndlt,1,1,1,0.0,1,1,集中针对型,2023-09
x8hldszj3z40bgxl4mci,1,1,1,0.0,1,1,集中针对型,2023-09
yyz9rmyzzdp52h0glddp,1,1,1,1.0,1,1,集中针对型,2023-09
ae2e4cb7985c4ac71795,27,3,14,0.6666666666666666,1,1,集中针对型,2023-09
52f4899e918b57df28da,36,6,23,0.6666666666666666,1,2,探索尝试型,2023-09
c5b9961e65ffa73d971e,23,3,6,0.4782608695652174,1,1,集中针对型,2023-09
19fb3075dd2798538c9d,18,3,13,0.7222222222222222,1,1,集中针对型,2023-09
28719a42e0cbf4991b7f,14,3,5,0.5,1,1,集中针对型,2023-09
a55511198784610bf30b,8,1,1,0.125,1,1,集中针对型,2023-09
62a877b83219f7974fd0,10,5,9,0.9,1,1,集中针对型,2023-09
170a695a2717bcd9b74b,1,1,1,0.0,1,1,集中针对型,2023-09
918236b530adbe510201,48,3,17,0.5833333333333334,1,1,集中针对型,2023-09
1kvfwfp2hr5hjxjxzjqd,3,2,3,1.0,1,1,集中针对型,2023-09
4fl8e5s0nf65bm2m34f0,4,3,4,0.25,1,1,集中针对型,2023-09
fvlb9xi66oze7eo3yhdh,3,3,3,1.0,1,1,集中针对型,2023-09
d6qgzp196pwnzk7agyn6,1,1,1,1.0,1,1,集中针对型,2023-09
kpw433bcv21ksp1wgrux,5,4,5,0.6,1,1,集中针对型,2023-09
7c2qxvccum7f93e8ohgt,4,3,4,0.5,1,1,集中针对型,2023-09
m3y8jkkgflwqwcelrwzz,2,2,2,0.0,1,1,集中针对型,2023-09
bvz9hmtzknu45wvb0yaw,2,2,1,0.0,1,1,集中针对型,2023-09
nl4vt11ikn4we06zu0zj,6,3,6,0.6666666666666666,1,1,集中针对型,2023-09
wxgj9kdmdrmullrthnso,1,1,1,1.0,1,1,集中针对型,2023-09
i8gdglua8vbd4ul9x09f,5,5,4,0.6,1,1,集中针对型,2023-09
no0afrue2n6m8hcnuek1,4,3,4,0.75,1,1,集中针对型,2023-09
ymb5gxf0fi27kpj2f101,4,3,3,0.75,1,1,集中针对型,2023-09
fov3pbwdqzvhgcjp7o9f,3,3,2,0.6666666666666666,1,1,集中针对型,2023-09
7r0ywonplo8up7m35eav,4,3,3,0.5,1,1,集中针对型,2023-09
hcm6w0jxnfqhkpm745cu,3,3,3,1.0,1,1,集中针对型,2023-09
yb4sqfrwu788fa6y4zeb,3,2,3,0.6666666666666666,1,1,集中针对型,2023-09
0gfiioqi5g8djhh1wzol,4,2,3,0.5,1,1,集中针对型,2023-09
zon2ut7eqwqd7i86etaw,2,2,2,0.5,1,1,集中针对型,2023-09
3iz4t53ooerb6sruxf3n,2,2,2,0.5,1,1,集中针对型,2023-09
44x159fl0pw2uucriuga,3,3,3,0.6666666666666666,1,1,集中针对型,2023-09
cnqyqc90n3ixrlc3mri7,1,1,1,1.0,1,1,集中针对型,2023-09
fb735wd248crm37cgmgw,1,1,1,1.0,1,1,集中针对型,2023-09
93iq4xjhvlc8072fsfet,2,2,2,0.5,1,1,集中针对型,2023-09
4xh67ezjc331pg9q3kfv,1,1,1,0.0,1,1,集中针对型,2023-09
wbdvbdebq64ujpi9u7mn,3,3,3,1.0,1,1,集中针对型,2023-09
vqz1prz6hwnqepxsieip,2,2,2,1.0,1,1,集中针对型,2023-09
cunf3y04zq0f90dgy36j,1,1,1,0.0,1,1,集中针对型,2023-09
1hrtipd0awjpggdje5e2,3,3,3,0.6666666666666666,1,1,集中针对型,2023-09
alj4azvv1eqg1cyr3ae3,1,1,1,0.0,1,1,集中针对型,2023-09
5m6lgwi0mkqs8ilg3qqs,41,5,25,0.6341463414634146,1,2,探索尝试型,2023-09
016226278e6a69e10aa4,63,7,8,0.14285714285714285,1,1,集中针对型,2023-09
cade7d478dac7020a79b,39,2,2,0.1282051282051282,1,1,集中针对型,2023-09
d8ed5a1897987ffdeaed,41,4,12,0.3902439024390244,1,1,集中针对型,2023-09
11dae4659d30031a10dd,6,1,2,0.3333333333333333,1,1,集中针对型,2023-09
5f7b406b2bbf9789735f,2,2,1,0.5,1,1,集中针对型,2023-09
6d22912e7e93a96a8690,8,2,4,0.5,1,1,集中针对型,2023-09
9952cc289c9f690621ec,63,9,32,0.7936507936507936,1,0,探索尝试型,2023-09
c9c946fe211251af32d1,27,7,7,0.6296296296296297,1,1,集中针对型,2023-09
453d43b3f6bdf467e672,31,5,10,0.45161290322580644,1,1,集中针对型,2023-09
cf7f9c2c6872be9bf2d6,41,7,19,0.5365853658536586,1,2,探索尝试型,2023-09
0c57caf5358d30408034,141,6,38,0.475177304964539,1,0,探索尝试型,2023-09
ec4897070f2d3b6eab89,1,1,1,1.0,1,1,集中针对型,2023-09
0fc996fff93c00ca5ced,69,4,2,0.028985507246376812,1,1,集中针对型,2023-09
3ff069e95a9047dbfa8b,40,4,10,0.375,1,1,集中针对型,2023-09
aa83cf5fc68c1dcb5038,25,5,14,0.84,1,2,探索尝试型,2023-09
a3a0e2129e405aef3d87,11,2,7,1.0,1,1,集中针对型,2023-09
061db2c91f94c612f2d4,11,2,10,0.9090909090909091,1,1,集中针对型,2023-09
bb3328d3b1eecb5e1a8a,84,6,5,0.07142857142857142,1,1,集中针对型,2023-09
76fe2c19fa84d58b584b,13,1,3,0.3076923076923077,1,1,集中针对型,2023-09
b8162292f2171005c2ba,33,3,6,0.18181818181818182,1,1,集中针对型,2023-09
e3d0782396c346359a8f,13,2,5,0.38461538461538464,1,1,集中针对型,2023-09
3919286d3d8c4f4d339c,35,6,4,0.08571428571428572,1,1,集中针对型,2023-09
a8350dcececa0b02dd14,41,4,9,0.36585365853658536,1,1,集中针对型,2023-09
cafe5989da5dfed9f404,2,2,1,1.0,1,1,集中针对型,2023-09
3ba42ec5350aacb0750a,14,2,5,0.35714285714285715,1,1,集中针对型,2023-09
99a53846658ba3341de6,6,1,3,0.5,1,1,集中针对型,2023-09
4a6e1cf1e4e9d8f54717,53,2,38,0.8867924528301887,1,0,探索尝试型,2023-09
7c1d8516e6c2ab2d3030,4,2,3,0.75,1,1,集中针对型,2023-09
afc99b4940e933922aca,20,2,3,0.15,1,1,集中针对型,2023-09
20f97b68982d1b2f5c73,43,2,5,0.18604651162790697,1,1,集中针对型,2023-09
f36a755a3fa5db5c0743,15,1,1,0.06666666666666667,1,1,集中针对型,2023-09
6fe309a58b787e7010eb,34,1,2,0.0,1,1,集中针对型,2023-09
61de1e21015e07aacbe8,20,1,5,0.25,1,1,集中针对型,2023-09
dcd0562f8fb44933cb08,2,1,2,1.0,1,1,集中针对型,2023-09
9d02a160cd171c5f4c18,8,1,2,0.0,1,1,集中针对型,2023-09
lexte4gc3dvjb7ty0qf5,17,8,10,0.47058823529411764,1,2,探索尝试型,2023-09
svxexhg20hs3bbqd4fm7,16,9,9,0.25,1,2,探索尝试型,2023-09
zeuj820acn6zhcbx617v,19,7,7,0.3684210526315789,1,1,集中针对型,2023-09
t9a891e0764br5ujna1a,28,13,16,0.39285714285714285,1,2,探索尝试型,2023-09
ijieo064jbrs5ss1cmol,8,4,6,0.125,1,1,集中针对型,2023-09
4vnvytgnlmv4jbfw9h3t,10,5,6,0.2,1,1,集中针对型,2023-09
uk8sadmdmw8p7e22l2yr,18,10,7,0.4444444444444444,1,2,探索尝试型,2023-09
pv0c4za1m616k25gfwfb,14,6,8,0.5,1,1,集中针对型,2023-09
uy29im7a6hnc34lfp8ae,25,7,10,0.32,1,1,集中针对型,2023-09
fkenlzdweox7v0zaopqo,16,6,10,0.3125,1,1,集中针对型,2023-09
i1fr7kd71b2ni39kn958,15,6,8,0.5333333333333333,1,1,集中针对型,2023-09
t7x7ydt3u1cd2svfvk4q,14,8,9,0.35714285714285715,1,1,集中针对型,2023-09
mqqf68ny1kdp6i69i7tt,18,7,10,0.3333333333333333,1,1,集中针对型,2023-09
d3tt41de5iashfjr1txr,16,7,8,0.375,1,1,集中针对型,2023-09
3p34idi1traz2k8j0ulk,24,9,15,0.5,1,2,探索尝试型,2023-09
zc7xkcpo969z98kh6bg8,23,6,11,0.2608695652173913,1,1,集中针对型,2023-09
fqcud1c5mt7pdp9w0v6y,13,6,7,0.3076923076923077,1,1,集中针对型,2023-09
i5hexmb5zlzhd8lvwdv3,18,6,10,0.5,1,1,集中针对型,2023-09
kilhyvtskm84umerpjee,15,7,13,0.3333333333333333,1,2,探索尝试型,2023-09
9lfh7vk4u8eh6zz1dmvp,17,6,11,0.17647058823529413,1,1,集中针对型,2023-09
jyaxybaq8vui614ytd8i,22,9,12,0.3181818181818182,1,2,探索尝试型,2023-09
w1uwjc89gv68yxkutpoe,9,4,7,0.3333333333333333,1,1,集中针对型,2023-09
cp4d94b2v0ws6am7mvuw,19,8,9,0.21052631578947367,1,1,集中针对型,2023-09
rq44ojyrvdtad0tzsm32,20,9,9,0.35,1,2,探索尝试型,2023-09
6iag08nt7se7f2hkgzx4,13,5,8,0.23076923076923078,1,1,集中针对型,2023-09
6dx4zt62b8m37krb5l3n,22,9,11,0.4090909090909091,1,2,探索尝试型,2023-09
9a25hcbd3mhgaj0fyelo,19,8,12,0.3157894736842105,1,2,探索尝试型,2023-09
xsxczvs8iluovs3pt5q7,14,6,6,0.2857142857142857,1,1,集中针对型,2023-09
oi7j42phxrp4mc1n9h4b,16,12,10,0.375,1,2,探索尝试型,2023-09
6cxj0lsinp9d7215gtpe,17,8,13,0.47058823529411764,1,2,探索尝试型,2023-09
buv73728fa9viqgrz5mj,13,6,7,0.38461538461538464,1,1,集中针对型,2023-09
tvsgkf4oqh769h40lj43,13,8,9,0.38461538461538464,1,1,集中针对型,2023-09
h6miro3m8713s3dxuipr,17,9,10,0.29411764705882354,1,2,探索尝试型,2023-09
8urc1lsyw615q5prnxwh,16,8,10,0.5625,1,2,探索尝试型,2023-09
reo07h0d5zehmotdlz2w,14,6,7,0.35714285714285715,1,1,集中针对型,2023-09
854ce9f7f4d7b6115854,58,9,33,0.8275862068965517,1,0,探索尝试型,2023-09
454c91e8f96c1dc4e994,1,1,1,1.0,1,1,集中针对型,2023-09
03e0c9bff3a9557480d9,18,3,6,0.2777777777777778,1,1,集中针对型,2023-09
d6f3f410bbb24244d270,105,7,26,0.5904761904761905,1,0,探索尝试型,2023-09
0107f72b66cbd1a0926d,26,3,7,0.4230769230769231,1,1,集中针对型,2023-09
03754dce5ec7731fb3e2,65,5,25,0.8307692307692308,1,0,探索尝试型,2023-09
2e2c00240c341a4265e3,11,3,6,0.6363636363636364,1,1,集中针对型,2023-09
a9554f5c3d61d05617e1,43,3,8,0.4418604651162791,1,1,集中针对型,2023-09
a0fa57995e3e8cdcc13a,34,3,15,0.8235294117647058,1,1,集中针对型,2023-09
2af634997fba501740c2,24,2,8,0.375,1,1,集中针对型,2023-09
4c26df96293b4a52bc03,35,3,7,0.22857142857142856,1,1,集中针对型,2023-09
b0a62c35bfc7f529e83b,25,4,12,0.48,1,1,集中针对型,2023-09
be52205cb48c05e10567,2,1,1,0.0,1,1,集中针对型,2023-09
c9e6e9322dd7054e618c,17,3,9,0.5294117647058824,1,1,集中针对型,2023-09
67f8d47cfb7b7b3d2095,51,3,6,0.09803921568627451,1,1,集中针对型,2023-09
b34d4dc5b6c5fd7c5def,17,2,6,0.47058823529411764,1,1,集中针对型,2023-09
4bceaffe5e429ed3333b,17,4,9,0.5882352941176471,1,1,集中针对型,2023-09
951678e2f3db4cd9911d,14,2,9,0.9285714285714286,1,1,集中针对型,2023-09
19793e7e55b68c8dd776,18,2,6,0.2777777777777778,1,1,集中针对型,2023-09
912794ea0c6936c83ce2,17,2,4,0.23529411764705882,1,1,集中针对型,2023-09
4738a118c8b8fa271fd6,14,1,5,0.35714285714285715,1,1,集中针对型,2023-09
6b9ee688551136da2eb9,13,2,3,0.15384615384615385,1,1,集中针对型,2023-09
13de1d3a55477a0c0329,7,1,5,0.7142857142857143,1,1,集中针对型,2023-09
17e429460d5fda251953,51,2,6,0.09803921568627451,1,1,集中针对型,2023-09
d536120baaef5495c028,17,2,4,0.23529411764705882,1,1,集中针对型,2023-09
42e83553ca9d77ab4aee,1,1,1,1.0,1,1,集中针对型,2023-09
488fc49e8fccd665c3e2,42,2,5,0.07142857142857142,1,1,集中针对型,2023-09
a856f10303ba34926fdd,8,2,5,0.625,1,1,集中针对型,2023-09
e17f01453906e3ae5716,29,1,5,0.1724137931034483,1,1,集中针对型,2023-09
82da6d26645f8f71bd61,4,2,4,1.0,1,1,集中针对型,2023-09
be032ee60c336e4701e0,19,1,5,0.2631578947368421,1,1,集中针对型,2023-09
d72abe041b8db9118e70,8,1,5,0.625,1,1,集中针对型,2023-09
2d526c27123e59103e29,16,2,5,0.375,1,1,集中针对型,2023-09
f22c9341431a6123f670,12,1,5,0.4166666666666667,1,1,集中针对型,2023-09
d103bd9455fb9258c805,11,1,5,0.5454545454545454,1,1,集中针对型,2023-09
9b1c065069dbb7a71617,24,1,5,0.20833333333333334,1,1,集中针对型,2023-09
2ecb7fb5ff8899614c12,67,1,5,0.1044776119402985,1,1,集中针对型,2023-09
8e25bcfa51d165f162f6,7,1,5,0.8571428571428571,1,1,集中针对型,2023-09
2826ec26211d83efd2c6,21,1,5,0.47619047619047616,1,1,集中针对型,2023-09
fe40bd528b4fbbf591e1,23,1,5,0.21739130434782608,1,1,集中针对型,2023-09
6964a3d507ac1ecf9e52,25,1,5,0.24,1,1,集中针对型,2023-09
fe752a6d1aa3d710d738,37,1,5,0.1891891891891892,1,1,集中针对型,2023-09
ba563fef8484139dc84d,33,1,6,0.15151515151515152,1,1,集中针对型,2023-09
430420fb41fe0a889868,19,1,5,0.2631578947368421,1,1,集中针对型,2023-09
4e768251c78b687fa993,22,1,5,0.3181818181818182,1,1,集中针对型,2023-09
60c3549c706fe13322ce,13,1,5,0.38461538461538464,1,1,集中针对型,2023-09
1fa4f2361b8a03040292,17,2,5,0.29411764705882354,1,1,集中针对型,2023-09
ucxxvfcovdwuokyswife,20,6,8,0.25,1,1,集中针对型,2023-09
19rc4zj7sw4ms0996992,17,4,5,0.23529411764705882,1,1,集中针对型,2023-09
csxiwtz34vm9vr0kbryx,27,5,9,0.3333333333333333,1,1,集中针对型,2023-09
m3xzctvbxlbxz80zz042,15,5,7,0.26666666666666666,1,1,集中针对型,2023-09
vzdurh8f0rfus5h4bde2,17,5,8,0.47058823529411764,1,1,集中针对型,2023-09
7ddzwidmh4uwbopvlast,14,6,7,0.14285714285714285,1,1,集中针对型,2023-09
g5wbnnhq1jbyc32q3003,21,8,7,0.2857142857142857,1,1,集中针对型,2023-09
yums89f0epz009xrrwrf,10,4,6,0.3,1,1,集中针对型,2023-09
3ywgcurp27qp1fydp27z,22,7,8,0.45454545454545453,1,1,集中针对型,2023-09
74g1r714u01v7nb4vn8w,17,5,10,0.5294117647058824,1,1,集中针对型,2023-09
0sgnvj4zfg3xjjb9fl6h,16,5,10,0.4375,1,1,集中针对型,2023-09
p3cs5x8cxrwubesmagvl,27,7,8,0.4074074074074074,1,1,集中针对型,2023-09
sdun9fmcol7sud39mllw,22,5,6,0.3181818181818182,1,1,集中针对型,2023-09
j8inicu0iafkpv3u9431,15,5,5,0.4666666666666667,1,1,集中针对型,2023-09
z9q10sbk27qpuvatlkuw,11,6,7,0.5454545454545454,1,1,集中针对型,2023-09
1otvyki9oso9bg6ob16u,19,6,10,0.2631578947368421,1,1,集中针对型,2023-09
u968v341lom8drwdzqqj,17,5,7,0.29411764705882354,1,1,集中针对型,2023-09
flde3irykh8wauaj2fuw,20,5,9,0.3,1,1,集中针对型,2023-09
ulowmljtsh72z64haltq,13,4,7,0.3076923076923077,1,1,集中针对型,2023-09
pg8ucem69ixbqhznx0x2,22,3,7,0.4090909090909091,1,1,集中针对型,2023-09
cgydhui8n3uoxbq5rznl,13,4,7,0.23076923076923078,1,1,集中针对型,2023-09
1nebcwra7a0fduy8c1fa,15,3,6,0.26666666666666666,1,1,集中针对型,2023-09
hoedc2pzfz6av5bn1jq3,18,7,10,0.5,1,1,集中针对型,2023-09
isavn2ahb9n5z1q8win5,16,5,10,0.375,1,1,集中针对型,2023-09
lewkf2owb42ywhfto9yf,9,5,8,0.5555555555555556,1,1,集中针对型,2023-09
4v5xbvn3yhmvs97477pc,24,7,7,0.4166666666666667,1,1,集中针对型,2023-09
ng2c52g74hfaudyxmm6m,21,5,9,0.38095238095238093,1,1,集中针对型,2023-09
mn8t0yyppsznr674ic1a,20,5,7,0.35,1,1,集中针对型,2023-09
h9urbo4ce8x02brjnloz,16,7,10,0.4375,1,1,集中针对型,2023-09
inyirhdpjahiguhs9e5b,22,9,9,0.36363636363636365,1,2,探索尝试型,2023-09
4y1vvkscejq34042oag4,14,7,7,0.42857142857142855,1,1,集中针对型,2023-09
em248gxmeso9cw0wzlv8,24,6,9,0.2916666666666667,1,1,集中针对型,2023-09
x8hocidvl3emcmrhw2f8,22,6,8,0.36363636363636365,1,1,集中针对型,2023-09
uhky1uwx18u1e4nixzzf,13,3,7,0.38461538461538464,1,1,集中针对型,2023-09
ttsjumez81r1ot6tfe7n,10,6,7,0.5,1,1,集中针对型,2023-09
413cbf664ac3ba8307ea,97,11,34,0.711340206185567,1,0,探索尝试型,2023-09
2a515047aa9d085849a2,89,8,19,0.5730337078651685,1,0,探索尝试型,2023-09
3f34e3108d1108dab0fd,43,6,26,0.9069767441860465,1,2,探索尝试型,2023-09
e62f7655cb5259abfbf1,47,9,13,0.2127659574468085,1,2,探索尝试型,2023-09
05e6d9723ab3cde0841d,174,9,21,0.3045977011494253,1,0,探索尝试型,2023-09
329622100fe091a4c48c,116,14,16,0.2413793103448276,1,0,探索尝试型,2023-09
